violation_county,street_name,house_number,full_address,lat,lon
NY,WEST 125 STREET,445,"445 WEST 125 STREET, NY, NYC",40.812719,-73.955367
K,New Utrecht Ave,4801,"4801 New Utrecht Ave, K, NYC",40.63706,-73.994471
Kings,JEFFERSON STREET,382,"382 JEFFERSON STREET, Kings, NYC",40.706057,-73.924248
Kings,FULTON STREET,2000,"2000 FULTON STREET, Kings, NYC",40.678501,-73.918264
BX,Holland Ave,3538,"3538 Holland Ave, BX, NYC",40.87781,-73.864062
K,Franklin Ave,545,"545 Franklin Ave, K, NYC",40.680101,-73.955272
BX,E 221st St,916,"916 E 221st St, BX, NYC",40.882793,-73.855827
NY,2nd Ave,1734,"1734 2nd Ave, NY, NYC",40.78051,-73.949543
NY,Maiden Ln,180,"180 Maiden Ln, NY, NYC",40.705332,-74.005308
Q,Union Turnpike,158-15,"158-15 Union Turnpike, Q, NYC",40.720527,-73.808503
K,Bay 19th St,W,"W Bay 19th St, K, NYC",40.60339,-74.005756
BX,Silver St,1560,"1560 Silver St, BX, NYC",40.84406,-73.84661
K,Park Ave,S,"S Park Ave, K, NYC",40.72966,-73.80892
NY,9th Ave,609,"609 9th Ave, NY, NYC",40.759331,-73.992192
BX,Sedgwick Ave,3845,"3845 Sedgwick Ave, BX, NYC",40.882839,-73.895252
K,MACON ST,601,"601 MACON ST, K, NYC",40.683857,-73.927214
NY,E 82nd St,5,"5 E 82nd St, NY, NYC",40.778753,-73.96143
NY,Greenwich Ave,70,"70 Greenwich Ave, NY, NYC",40.736294,-74.000786
NY,Greenwich Ave,51,"51 Greenwich Ave, NY, NYC",40.735687,-74.000798
NY,W 41st St,N,"N W 41st St, NY, NYC",40.757473,-73.9924
K,MIDWOOD ST,17,"17 MIDWOOD ST, K, NYC",40.659723,-73.959959
NY,W 108th St,214,"214 W 108th St, NY, NYC",40.802043,-73.965731
Kings,EAST 36 STREET,2016,"2016 EAST 36 STREET, Kings, NYC",40.609285,-73.931224
Q,Broadway,37-14,"37-14 Broadway, Q, NYC",40.75933,-73.92021
Bronx,ALEXANDER AVENUE,175,"175 ALEXANDER AVENUE, Bronx, NYC",40.808601,-73.926541
Q,114th St,107-36,"107-36 114th St, Q, NYC",40.682144,-73.827128
NY,Hudson St,652,"652 Hudson St, NY, NYC",40.739664,-74.004945
NY,E 117th St,S,"S E 117th St, NY, NYC",40.797855,-73.937694
Q,Bell Blvd,42-07,"42-07 Bell Blvd, Q, NYC",40.76248,-73.770166
NY,E 77th St,150,"150 E 77th St, NY, NYC",40.773406,-73.959652
K,Dekalb Ave,1048,"1048 Dekalb Ave, K, NYC",40.69329,-73.932957
NY,Fort Washington Ave,386,"386 Fort Washington Ave, NY, NYC",40.848059,-73.939155
BX,Bronx Park East,2160,"2160 Bronx Park East, BX, NYC",40.854909,-73.869315
NY,Columbus Ave,188,"188 Columbus Ave, NY, NYC",40.775234,-73.980661
NY,Barrow St,S,"S Barrow St, NY, NYC",40.731652,-74.006394
BX,Cruger Ave,2036,"2036 Cruger Ave, BX, NYC",40.851475,-73.866555
BX,WHITE PLAINS,4024,"4024 WHITE PLAINS, BX, NYC",40.889099,-73.859537
NY,W 49th St,519,"519 W 49th St, NY, NYC",40.7646,-73.99315
BX,Unionport Rd,1566,"1566 Unionport Rd, BX, NYC",40.839579,-73.861558
NY,White St,46,"46 White St, NY, NYC",40.718674,-74.004096
Bronx,HULL AVENUE,3307,"3307 HULL AVENUE, Bronx, NYC",40.877131,-73.874459
K,Utica Ave,957,"957 Utica Ave, K, NYC",40.64973,-73.929907
NY,3rd Ave,1356,"1356 3rd Ave, NY, NYC",40.773141,-73.958352
K,Lefferts Pl,196,"196 Lefferts Pl, K, NYC",40.68018,-73.956563
Q,Beach 129th St,450,"450 Beach 129th St, Q, NYC",40.579156,-73.849686
R,De Hart Ave,116,"116 De Hart Ave, R, NYC",40.63358,-74.157354
K,Shore Pky,N,"N Shore Pky, K, NYC",40.585783,-73.931268
Q,Beach 62nd St,108,"108 Beach 62nd St, Q, NYC",40.589065,-73.79087
K,Vine St,25,"25 Vine St, K, NYC",40.686113,-73.873651
Bronx,CRESTON AVENUE,2043,"2043 CRESTON AVENUE, Bronx, NYC",40.852742,-73.905125
NY,W 10th St,289,"289 W 10th St, NY, NYC",40.73341,-74.009029
K,Park Ave,665,"665 Park Ave, K, NYC",40.69785,-73.949132
NY,Claremont Ave,120,"120 Claremont Ave, NY, NYC",40.812729,-73.961179
NY,E 74th St,530,"530 E 74th St, NY, NYC",40.767236,-73.950877
K,THROOP AVE,196,"196 THROOP AVE, K, NYC",40.69784,-73.944131
Kings,ATLANTIC AVENUE,1476,"1476 ATLANTIC AVENUE, Kings, NYC",40.677818,-73.942906
K,W 15th St,E,"E W 15th St, K, NYC",40.740063,-74.001096
K,Eastern Pky,N,"N Eastern Pky, K, NYC",40.669146,-73.937141
Qns,172 STREET,91-19,"91-19 172 STREET, Qns, NYC",40.707933,-73.787768
NY,Amsterdam Ave,929,"929 Amsterdam Ave, NY, NYC",40.8,-73.965686
K,E 93rd St,1246,"1246 E 93rd St, K, NYC",40.64009,-73.902032
Kings,GEORGE STREET,1,"1 GEORGE STREET, Kings, NYC",40.70033,-73.93267
Q,Porter Rd,167-43,"167-43 Porter Rd, Q, NYC",40.659767,-73.772023
Kings,LEWIS AVENUE,418,"418 LEWIS AVENUE, Kings, NYC",40.681096,-73.934916
NY,W 30th St,345,"345 W 30th St, NY, NYC",40.750591,-73.997007
K,Shore Pky,S,"S Shore Pky, K, NYC",40.585783,-73.931268
NY,W 97th St,372,"372 W 97th St, NY, NYC",40.793604,-73.967159
K,Sterling Pl,904,"904 Sterling Pl, K, NYC",40.672245,-73.948645
Qns,80 STREET,91-47,"91-47 80 STREET, Qns, NYC",40.68647,-73.86108
NY,EAST 59 ST,410,"410 EAST 59 ST, NY, NYC",40.759176,-73.961401
BX,Boynton Ave,1329,"1329 Boynton Ave, BX, NYC",40.832252,-73.879321
K,E 9th St,E,"E E 9th St, K, NYC",40.762316,-73.941372
Q,Jamaica Ave,S,"S Jamaica Ave, Q, NYC",40.67414,-73.79893
K,Dean St,2132,"2132 Dean St, K, NYC",40.67492,-73.917255
K,E 17th St,1637,"1637 E 17th St, K, NYC",40.609881,-73.956407
Q,64th Ave,10832,"10832 64th Ave, Q, NYC",40.73316,-73.84837
K,Willoughby Ave,398,"398 Willoughby Ave, K, NYC",40.69303,-73.95444
Q,50th St,39-68,"39-68 50th St, Q, NYC",40.747012,-73.914382
BX,Reservoir Oval East,E,"E Reservoir Oval East, BX, NYC",40.876885,-73.876206
NY,E 116th St,S,"S E 116th St, NY, NYC",40.797572,-73.93913
NY,W 24th St,18,"18 W 24th St, NY, NYC",40.742733,-73.990612
Q,Steinway St,21-34,"21-34 Steinway St, Q, NYC",40.774072,-73.904966
NY,W 46th St,635,"635 W 46th St, NY, NYC",40.76409,-73.99789
Bronx,NEWBOLD AVENUE,2316,"2316 NEWBOLD AVENUE, Bronx, NYC",40.83374,-73.84759
K,Atlantic Ave,138,"138 Atlantic Ave, K, NYC",40.69029,-73.99526
K,Schermerhorn St,320,"320 Schermerhorn St, K, NYC",40.687048,-73.981667
NY,E 90th St,S,"S E 90th St, NY, NYC",40.780837,-73.950833
NY,E 85th St,226,"226 E 85th St, NY, NYC",40.777478,-73.953347
NY,W 134th St,319,"319 W 134th St, NY, NYC",40.816434,-73.947988
K,Avenue L,N,"N Avenue L, K, NYC",40.63749,-73.897128
Q,167th St,29-27,"29-27 167th St, Q, NYC",40.769984,-73.797698
NY,St Marks Pl,17,"17 St Marks Pl, NY, NYC",40.729278,-73.988791
NY,Broadway,700,"700 Broadway, NY, NYC",40.728456,-73.994
K,E 16th St,1803,"1803 E 16th St, K, NYC",40.605721,-73.95662
Q,41ST AVE,95 34,"95 34 41ST AVE, Q, NYC",40.758593,-73.829466
NY,W 47th St,25,"25 W 47th St, NY, NYC",40.757438,-73.979942
K,Skillman St,241,"241 Skillman St, K, NYC",40.690967,-73.956293
NY,W 112th St,21,"21 W 112th St, NY, NYC",40.798979,-73.94925
Q,14th St,W,"W 14th St, Q, NYC",40.739169,-74.001116
NY,3rd Ave,79,"79 3rd Ave, NY, NYC",40.731586,-73.988135
K,Ocean Ave,369,"369 Ocean Ave, K, NYC",40.653849,-73.96136
NY,BROADWAY,4239,"4239 BROADWAY, NY, NYC",40.849342,-73.936871
K,FULTON STREET,1927,"1927 FULTON STREET, K, NYC",40.678855,-73.918913
NY,Wadsworth Ave,390,"390 Wadsworth Ave, NY, NYC",40.856876,-73.928968
NY,E 12th St,8,"8 E 12th St, NY, NYC",40.734183,-73.993863
Q,35th Ave,33-10,"33-10 35th Ave, Q, NYC",40.757009,-73.926597
K,3rd Ave,4018,"4018 3rd Ave, K, NYC",40.653071,-74.00953
K,Conover St,290,"290 Conover St, K, NYC",40.675211,-74.0184
Q,141st St,W,"W 141st St, Q, NYC",40.820576,-73.944449
Q,Main St,6711,"6711 Main St, Q, NYC",40.733742,-73.825074
K,Pacific St,1436,"1436 Pacific St, K, NYC",40.677066,-73.942502
K,Engert Ave,51,"51 Engert Ave, K, NYC",40.721488,-73.948675
NY,Broadway,625,"625 Broadway, NY, NYC",40.726114,-73.996658
NY,E 17th St,200,"200 E 17th St, NY, NYC",40.734978,-73.985542
Q,35th St,W,"W 35th St, Q, NYC",40.752727,-73.992664
K,3rd Ave,6713,"6713 3rd Ave, K, NYC",40.637386,-74.025158
Q,23rd St,41-15,"41-15 23rd St, Q, NYC",40.752555,-73.940877
NY,W 87th St,273,"273 W 87th St, NY, NYC",40.785974,-73.968854
NY,E 11th St,304,"304 E 11th St, NY, NYC",40.729971,-73.985876
NY,W 16th St,222,"222 W 16th St, NY, NYC",40.7403,-73.99996
BX,White Plains Rd,1551,"1551 White Plains Rd, BX, NYC",40.839373,-73.864092
K,Fulton St,1212,"1212 Fulton St, K, NYC",40.680404,-73.952107
K,Park Ave,S,"S Park Ave, K, NYC",40.72966,-73.80892
K,Nichols Ave,21,"21 Nichols Ave, K, NYC",40.69018,-73.86982
K,51st St,528,"528 51st St, K, NYC",40.643942,-74.010285
Q,67th Ave,100-20,"100-20 67th Ave, Q, NYC",40.727171,-73.853015
NY,4th Ave,85,"85 4th Ave, NY, NYC",40.731485,-73.989945
Kings,FROST STREET,271,"271 FROST STREET, Kings, NYC",40.718951,-73.940127
K,18th Ave,4322,"4322 18th Ave, K, NYC",40.63117,-73.976715
NY,W 54th St,130,"130 W 54th St, NY, NYC",40.76248,-73.97904
NY,West End Ave,375,"375 West End Ave, NY, NYC",40.783571,-73.982038
K,Rogers Ave,1126,"1126 Rogers Ave, K, NYC",40.642405,-73.951825
Qns,CORNAGA AVENUE,2548,"2548 CORNAGA AVENUE, Qns, NYC",40.602402,-73.76482
K,Willoughby Ave,215,"215 Willoughby Ave, K, NYC",40.69235,-73.96337
Q,67th St,W,"W 67th St, Q, NYC",40.772723,-73.976625
NY,Park Ave,1581,"1581 Park Ave, NY, NYC",40.797208,-73.944042
Q,SANFORD AVE,158-17,"158-17 SANFORD AVE, Q, NYC",40.761037,-73.806963
Q,Liberty Ave,104-02,"104-02 Liberty Ave, Q, NYC",40.681895,-73.836779
K,18th Ave,4219,"4219 18th Ave, K, NYC",40.631201,-73.975654
NY,W 58th St,340,"340 W 58th St, NY, NYC",40.768043,-73.984202
R,Faber St,112,"112 Faber St, R, NYC",40.637989,-74.135923
Q,28th Rd,31-41,"31-41 28th Rd, Q, NYC",40.767409,-73.918959
Q,Warren St,37-52,"37-52 Warren St, Q, NYC",40.74979,-73.871201
Kings,5 AVENUE,66,"66 5 AVENUE, Kings, NYC",40.764521,-73.973703
BX,Reservoir Oval,W,"W Reservoir Oval, BX, NYC",40.878822,-73.877942
NY,Haven Ave,E,"E Haven Ave, NY, NYC",40.84123,-73.940114
Q,41st Ave,E,"E 41st Ave, Q, NYC",40.772523,-73.741159
Q,Kew Forest Ln,77-10,"77-10 Kew Forest Ln, Q, NYC",40.715218,-73.834336
BX,Westchester Ave,981,"981 Westchester Ave, BX, NYC",40.823507,-73.894628
Q,Main St,59-11,"59-11 Main St, Q, NYC",40.743332,-73.825382
BX,Olinville Ave,2825,"2825 Olinville Ave, BX, NYC",40.86722,-73.86854
NY,Madison Ave,1405,"1405 Madison Ave, NY, NYC",40.788203,-73.953309
NY,EAST 81 STREET,11,"11 EAST 81 STREET, NY, NYC",40.778117,-73.961827
NY,W 9th St,15,"15 W 9th St, NY, NYC",40.73343,-73.996833
K,3rd Ave,7322,"7322 3rd Ave, K, NYC",40.632363,-74.027646
BX,W 180th St,N,"N W 180th St, BX, NYC",40.856048,-73.912357
NY,W 11th St,260,"260 W 11th St, NY, NYC",40.735993,-74.003786
K,Clarkson Ave,N,"N Clarkson Ave, K, NYC",40.638981,-73.899153
K,E 53rd St,126,"126 E 53rd St, K, NYC",40.65705,-73.92818
NY,E 12th St,21,"21 E 12th St, NY, NYC",40.734213,-73.992936
K,Harman St,361,"361 Harman St, K, NYC",40.701403,-73.917613
K,Coney Island Ave,1620,"1620 Coney Island Ave, K, NYC",40.618027,-73.964171
Q,Austin St,7039,"7039 Austin St, Q, NYC",40.720512,-73.845447
K,Madison St,790,"790 Madison St, K, NYC",40.687351,-73.926005
NY,W 4th St,280,"280 W 4th St, NY, NYC",40.73596,-74.003558
NY,Ludlow St,139,"139 Ludlow St, NY, NYC",40.720506,-73.988313
NY,Amsterdam Ave,387,"387 Amsterdam Ave, NY, NYC",40.782773,-73.97837
Q,Beach 54th St,363,"363 Beach 54th St, Q, NYC",40.59442,-73.78487
Q,Cornelia St,E,"E Cornelia St, Q, NYC",40.695784,-73.910029
NY,Audubon Ave,53B,"53B Audubon Ave, NY, NYC",40.840247,-73.938356
K,Franklin Ave,590,"590 Franklin Ave, K, NYC",40.678113,-73.955514
Q,37th Rd,S,"S 37th Rd, Q, NYC",40.753048,-73.862296
Q,115th St,86-30,"86-30 115th St, Q, NYC",40.698858,-73.83425
NY,W 30th St,303,"303 W 30th St, NY, NYC",40.749928,-73.995659
NY,E 90 ST,250,"250 E 90 ST, NY, NYC",40.78046,-73.95019
K,Nostrand Ave,1215,"1215 Nostrand Ave, K, NYC",40.657564,-73.950088
NY,2nd Ave,1450,"1450 2nd Ave, NY, NYC",40.77103,-73.956425
NY,W 76th St,4,"4 W 76th St, NY, NYC",40.778872,-73.974589
NY,WEST 146 STREET,160,"160 WEST 146 STREET, NY, NYC",40.82187,-73.937969
BX,Grant Ave,951,"951 Grant Ave, BX, NYC",40.82807,-73.918477
NY,W 46th St,N,"N W 46th St, NY, NYC",40.759929,-73.988262
NY,Madison Ave,1100,"1100 Madison Ave, NY, NYC",40.778773,-73.960551
K,State St,101,"101 State St, K, NYC",40.691421,-73.995387
Qns,56 ROAD,50-35,"50-35 56 ROAD, Qns, NYC",40.725815,-73.916848
NY,W 109th St,58,"58 W 109th St, NY, NYC",40.80067,-73.96054
Q,108th St,101-33,"101-33 108th St, Q, NYC",40.68635,-73.83465
Q,71st Ave,107-08,"107-08 71st Ave, Q, NYC",40.720368,-73.844481
Q,Hoyt Ave South,S,"S Hoyt Ave South, Q, NYC",40.772597,-73.920824
K,Boerum St,18,"18 Boerum St, K, NYC",40.705182,-73.948819
NY,Lexington Ave,1138,"1138 Lexington Ave, NY, NYC",40.774838,-73.959162
NY,E 79th St,308,"308 E 79th St, NY, NYC",40.772921,-73.954522
Q,71st Ave,107-19,"107-19 71st Ave, Q, NYC",40.720801,-73.844729
NY,E 95th St,53,"53 E 95th St, NY, NYC",40.786473,-73.954052
Q,Hoover Ave,13828,"13828 Hoover Ave, Q, NYC",40.714232,-73.81963
K,Joralemon St,170,"170 Joralemon St, K, NYC",40.69258,-73.99237
Q,31st St,31-54,"31-54 31st St, Q, NYC",40.763159,-73.924793
NY,W 44th St,S,"S W 44th St, NY, NYC",40.758607,-73.989021
Q,67 PL,71-31,"71-31 67 PL, Q, NYC",40.704663,-73.886553
K,Livingston St,177,"177 Livingston St, K, NYC",40.690285,-73.986744
Q,Queens Blvd,116-49,"116-49 Queens Blvd, Q, NYC",40.715619,-73.832358
Q,Steinway St,W,"W Steinway St, Q, NYC",40.768154,-73.911532
Bronx,PELHAM PARKWAY,729,"729 PELHAM PARKWAY, Bronx, NYC",40.857945,-73.867079
NY,W 136th St,163,"163 W 136th St, NY, NYC",40.815806,-73.942389
K,Willoughby St,125,"125 Willoughby St, K, NYC",40.69209,-73.983397
NY,W 37th St,5,"5 W 37th St, NY, NYC",40.750861,-73.983973
NY,W 89th St,132,"132 W 89th St, NY, NYC",40.788977,-73.972432
Kings,DITMAS AVENUE,505,"505 DITMAS AVENUE, Kings, NYC",40.63614,-73.97385
K,13th Ave,4706,"4706 13th Ave, K, NYC",40.636076,-73.991288
K,Bedford Ave,232A,"232A Bedford Ave, K, NYC",40.716339,-73.959506
K,E 23rd St,W,"W E 23rd St, K, NYC",40.738298,-73.981874
NY,2nd Ave,1574,"1574 2nd Ave, NY, NYC",40.775045,-73.953537
K,Herkimer St,S,"S Herkimer St, K, NYC",40.678415,-73.92717
Kings,METROPOLITAN AVENUE,1150,"1150 METROPOLITAN AVENUE, Kings, NYC",40.713924,-73.93016
Kings,WEST 19 STREET,2832,"2832 WEST 19 STREET, Kings, NYC",40.577835,-73.986354
Q,63rd St,39-04,"39-04 63rd St, Q, NYC",40.746539,-73.900911
NY,Central Park West,320,"320 Central Park West, NY, NYC",40.789018,-73.967103
NY,W 54th St,250A,"250A W 54th St, NY, NYC",40.764305,-73.983464
NY,W 39th St,1,"1 W 39th St, NY, NYC",40.752944,-73.985484
BX,Colden Ave,785,"785 Colden Ave, BX, NYC",40.84895,-73.856948
Q,160th St,W,"W 160th St, Q, NYC",40.835701,-73.942953
BX,Steuben Ave,N,"N Steuben Ave, BX, NYC",40.878497,-73.881336
K,Bergen St,667,"667 Bergen St, K, NYC",40.679393,-73.96716
NY,Wall St,101,"101 Wall St, NY, NYC",40.7048,-74.007205
K,86th St,2101,"2101 86th St, K, NYC",40.603355,-73.995705
Q,97th St,E,"E 97th St, Q, NYC",40.786335,-73.949931
K,45th St,1164,"1164 45th St, K, NYC",40.638825,-73.99269
Q,52nd Ave,108-09,"108-09 52nd Ave, Q, NYC",40.743469,-73.854631
BX,Grand Concourse,2051,"2051 Grand Concourse, BX, NYC",40.85269,-73.9038
NY,Morningside Dr,E,"E Morningside Dr, NY, NYC",40.806321,-73.959211
Q,89th St,W,"W 89th St, Q, NYC",40.789492,-73.973315
Q,Grace Ct,90-30,"90-30 Grace Ct, Q, NYC",40.703652,-73.802044
Q,STEINWAY STREET,24-35,"24-35 STEINWAY STREET, Q, NYC",40.76806,-73.911307
NY,Madison Ave,1148,"1148 Madison Ave, NY, NYC",40.780039,-73.959408
BX,Holland Ave,1928,"1928 Holland Ave, BX, NYC",40.848839,-73.865244
BX,Southern Blvd,972,"972 Southern Blvd, BX, NYC",40.822362,-73.891531
BX,Holland Ave,3364,"3364 Holland Ave, BX, NYC",40.87453,-73.86489
K,Falmouth St,181,"181 Falmouth St, K, NYC",40.578125,-73.946088
K,51st St,1400,"1400 51st St, K, NYC",40.632353,-73.990922
K,Bushwick Ave,901,"901 Bushwick Ave, K, NYC",40.693507,-73.924747
NY,Prince St,S,"S Prince St, NY, NYC",40.724473,-73.998265
K,Kenilworth Pl,138,"138 Kenilworth Pl, K, NYC",40.63264,-73.94898
K,Brightwater Ct,114,"114 Brightwater Ct, K, NYC",40.575347,-73.966162
NY,W 25th St,401,"401 W 25th St, NY, NYC",40.748047,-74.000586
K,Euclid Ave,434,"434 Euclid Ave, K, NYC",40.676761,-73.87249
Bronx,WHITTIER STREET,611,"611 WHITTIER STREET, Bronx, NYC",40.81287,-73.88338
K,Gelston Ave,68,"68 Gelston Ave, K, NYC",40.619552,-74.026903
NY,Central Park North,141,"141 Central Park North, NY, NYC",40.799168,-73.954199
Q,99th St,27-12,"27-12 99th St, Q, NYC",40.761705,-73.87055
BX,Stickball Blvd,W,"W Stickball Blvd, BX, NYC",40.818996,-73.856473
NY,W 71 ST,152,"152 W 71 ST, NY, NYC",40.777129,-73.98121
NY,W 125th St,571,"571 W 125th St, NY, NYC",40.815636,-73.957964
K,Skillman St,88,"88 Skillman St, K, NYC",40.695823,-73.957578
NY,10th Ave,51,"51 10th Ave, NY, NYC",40.741921,-74.008599
K,Atlantic Ave,625,"625 Atlantic Ave, K, NYC",40.683797,-73.975181
NY,W 51st St,10,"10 W 51st St, NY, NYC",40.75928,-73.97727
NY,Grand St,185,"185 Grand St, NY, NYC",40.719226,-73.997557
NY,W 27th St,519,"519 W 27th St, NY, NYC",40.75071,-74.00326
NY,5th Ave,E,"E 5th Ave, NY, NYC",40.795231,-73.820802
BX,Maran Pl,N,"N Maran Pl, BX, NYC",40.853655,-73.867388
NY,Lafayette St,380,"380 Lafayette St, NY, NYC",40.727568,-73.993721
Kings,OCEAN PARKWAY,591,"591 OCEAN PARKWAY, Kings, NYC",40.634021,-73.971731
K,GREENE AVE,1057 A,"1057 A GREENE AVE, K, NYC",40.712749,-74.005994
NY,E 47th St,S,"S E 47th St, NY, NYC",40.754612,-73.973731
NY,Manhattan Ave,200,"200 Manhattan Ave, NY, NYC",40.800174,-73.960031
K,Emmons Ave,1901,"1901 Emmons Ave, K, NYC",40.5839,-73.949059
Bronx,WHITE PLAINS ROAD,2000,"2000 WHITE PLAINS ROAD, Bronx, NYC",40.850195,-73.867562
NY,E 12th St,413,"413 E 12th St, NY, NYC",40.729845,-73.9827
Bronx,CRANFORD AVENUE,737,"737 CRANFORD AVENUE, Bronx, NYC",40.90346,-73.848244
R,Port Richmond Ave,128,"128 Port Richmond Ave, R, NYC",40.638025,-74.133566
NY,W 161st St,571,"571 W 161st St, NY, NYC",40.836374,-73.942129
Q,72nd Rd,112-41,"112-41 72nd Rd, Q, NYC",40.721643,-73.836771
Kings,3 AVENUE,5119,"5119 3 AVENUE, Kings, NYC",40.61284,-73.82146
Bronx,IRWIN AVENUE,3130,"3130 IRWIN AVENUE, Bronx, NYC",40.881818,-73.908418
NY,W 120th St,500,"500 W 120th St, NY, NYC",40.80944,-73.959901
Q,86th St,37-42,"37-42 86th St, Q, NYC",40.748869,-73.880617
Q,42nd St,43-16,"43-16 42nd St, Q, NYC",40.744876,-73.92239
Q,30th Dr,S,"S 30th Dr, Q, NYC",40.767917,-73.928466
Qns,CYPRESS AVENUE,789,"789 CYPRESS AVENUE, Qns, NYC",40.700736,-73.907032
Q,41st Ave,79-11,"79-11 41st Ave, Q, NYC",40.746132,-73.886083
K,Caton Ave,1502,"1502 Caton Ave, K, NYC",40.650218,-73.96588
Bronx,EAST 135 STREET,625,"625 EAST 135 STREET, Bronx, NYC",40.80435,-73.91665
BX,White Plains Rd,2182,"2182 White Plains Rd, BX, NYC",40.855963,-73.867352
NY,2nd Ave,166,"166 2nd Ave, NY, NYC",40.729962,-73.986401
NY,7th Ave S,108,"108 7th Ave S, NY, NYC",40.73341,-74.003156
Q,109th St,E,"E 109th St, Q, NYC",40.793831,-73.944029
NY,E 38th St,10,"10 E 38th St, NY, NYC",40.750463,-73.981958
K,Clarkson Ave,176,"176 Clarkson Ave, K, NYC",40.654868,-73.954128
Q,46th Ave,76-09,"76-09 46th Ave, Q, NYC",40.740497,-73.887845
Q,146th St,89-45,"89-45 146th St, Q, NYC",40.702376,-73.808867
K,Brighton 3rd St,W,"W Brighton 3rd St, K, NYC",40.579223,-73.964995
K,Washington St,40,"40 Washington St, K, NYC",40.703043,-73.989717
NY,Riverside Blvd,140,"140 Riverside Blvd, NY, NYC",40.77708,-73.98885
NY,5th Ave,E,"E 5th Ave, NY, NYC",40.795231,-73.820802
K,Ditmas Ave,128,"128 Ditmas Ave, K, NYC",40.635528,-73.977101
NY,W 26th St,40,"40 W 26th St, NY, NYC",40.74445,-73.990818
K,RIVERDALE AVE,280,"280 RIVERDALE AVE, K, NYC",40.661197,-73.906397
K,Brighton 5th St,424,"424 Brighton 5th St, K, NYC",40.580693,-73.962855
Q,30th Ave,29-38,"29-38 30th Ave, Q, NYC",40.76718,-73.922501
Q,Schaefer St,E,"E Schaefer St, Q, NYC",40.689414,-73.908084
NY,W 52nd St,201,"201 W 52nd St, NY, NYC",40.76255,-73.982589
NY,E 72nd St,515,"515 E 72nd St, NY, NYC",40.766741,-73.952969
Q,Steinway St,30-73,"30-73 Steinway St, Q, NYC",40.761985,-73.916272
NY,Broadway,1855,"1855 Broadway, NY, NYC",40.76967,-73.982472
NY,W 31st St,38,"38 W 31st St, NY, NYC",40.747177,-73.987858
Q,54th Ave,S,"S 54th Ave, Q, NYC",40.759697,-73.736364
Kings,LEONARD STREET,171,"171 LEONARD STREET, Kings, NYC",40.709483,-73.94712
BX,E 215th St,766,"766 E 215th St, BX, NYC",40.879728,-73.861999
BX,Park Ave,4228,"4228 Park Ave, BX, NYC",40.847961,-73.898473
K,New Utrecht Ave,5412,"5412 New Utrecht Ave, K, NYC",40.632125,-73.99556
NY,129 ST,95-27,"95-27 129 ST, NY, NYC",40.69384,-73.81891
Kings,LEFFERTS AVENUE,78,"78 LEFFERTS AVENUE, Kings, NYC",40.661906,-73.957998
Q,102nd St,W,"W 102nd St, Q, NYC",40.797479,-73.966624
Q,Junction Blvd,W,"W Junction Blvd, Q, NYC",40.69325,-73.73328
K,Brighton Beach Ave,611,"611 Brighton Beach Ave, K, NYC",40.577924,-73.961153
Q,Junction Blvd,35-47,"35-47 Junction Blvd, Q, NYC",40.752099,-73.870875
Kings,LINDEN BOULEVARD,1172,"1172 LINDEN BOULEVARD, Kings, NYC",40.654156,-73.924916
NY,E 13th St,39,"39 E 13th St, NY, NYC",40.734514,-73.991883
K,49th St,771,"771 49th St, K, NYC",40.642058,-74.003397
NY,E 47th St,155,"155 E 47th St, NY, NYC",40.754182,-73.972441
Qns,BROOKLYN QUEENS EXPR,19-85,"19-85 BROOKLYN QUEENS EXPR, Qns, NYC",40.758906,-73.899295
BX,3rd Ave,2962,"2962 3rd Ave, BX, NYC",40.818155,-73.914449
K,18th Ave,4410,"4410 18th Ave, K, NYC",40.630712,-73.977552
Q,Merrick Blvd,88-05,"88-05 Merrick Blvd, Q, NYC",40.708646,-73.795508
NY,Broadway,726,"726 Broadway, NY, NYC",40.729252,-73.993147
Q,32nd St,30-83,"30-83 32nd St, Q, NYC",40.764383,-73.922039
BX,Cannon Pl,3815,"3815 Cannon Pl, BX, NYC",40.882766,-73.896977
K,Franklin Ave,523,"523 Franklin Ave, K, NYC",40.68072,-73.95545
NY,W 126th St,81,"81 W 126th St, NY, NYC",40.808378,-73.944589
K,FARRAGUT RD,4406,"4406 FARRAGUT RD, K, NYC",40.636962,-73.934208
Kings,EASTERN PARKWAY,1162,"1162 EASTERN PARKWAY, Kings, NYC",40.66827,-73.92989
BX,W 167th St,201,"201 W 167th St, BX, NYC",40.838145,-73.927715
BX,Ward Ave,S,"S Ward Ave, BX, NYC",40.827576,-73.877028
Q,Austin St,70-51,"70-51 Austin St, Q, NYC",40.720389,-73.845109
Q,37th Ave,79-23,"79-23 37th Ave, Q, NYC",40.749651,-73.886361
NY,1st Ave,59,"59 1st Ave, NY, NYC",40.725123,-73.987389
K,Pacific St,1236,"1236 Pacific St, K, NYC",40.67749,-73.950747
NY,Watts St,15,"15 Watts St, NY, NYC",40.72328,-74.00367
K,Plymouth St,S,"S Plymouth St, K, NYC",40.746322,-73.685663
K,E 4th St,W,"W E 4th St, K, NYC",40.622587,-73.972509
NY,W 14th St,413,"413 W 14th St, NY, NYC",40.741565,-74.006237
K,Avenue O,1114,"1114 Avenue O, K, NYC",40.612396,-73.962317
K,Sterling Pl,488,"488 Sterling Pl, K, NYC",40.674165,-73.9622
